id,name,publisher,description,ISBN_Identifiers,averageRating,ratingsCount,imageLinks,pageCount,genres_id
332,"Journey to the Center of the Earth",Bantam,"The intrepid Professor Lindenbrock embarks upon the strangest expedition of the nineteenth century: a journey down an extinct Icelandic volcano to the Earth’s very core. In his quest to penetrate the planet’s primordial secrets, the geologist—together with his quaking nephew Axel and their devoted guide, Hans—discovers an astonishing subterranean menagerie of prehistoric proportions. Verne’s imaginative tale is at once the ultimate science fiction adventure and a reflection on the perfectibility of human understanding and the psychology of the questor. As David Brin notes in his Introduction, though Verne never knew the term “science fiction,” Journey to the Centre of the Earth is “inarguably one of the wellsprings from which it all began.”","[{""type"": ""ISBN_13"", ""identifier"": ""9780553902549""}, {""type"": ""ISBN_10"", ""identifier"": ""0553902547""}]",3,3,"{""smallThumbnail"": ""http://books.google.com/books/content?id=icKmd-tlvPMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=icKmd-tlvPMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",242,1
333,"Minority Report","Orion Publishing Group","""The fourth volume of the definitive five-book set of the complete collected stories of the twentieth century's greatest sf author covers a wide span, from late 1954 through to 1963. Those were the years during began writing novels prollfically and his short story output lessened.""--Back cover.","[{""type"": ""ISBN_10"", ""identifier"": ""1857989473""}, {""type"": ""ISBN_13"", ""identifier"": ""9781857989472""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=yr3zPQAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=yr3zPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",380,23
334,"Pride and Prejudice by Jane Austen",none,"Pride And Prejudice, the story of Mrs. Bennet's attempts to marry off her five daughters is one of the best-loved and most enduring classics in English literature. Excitement fizzes through the Bennet household at Longbourn in Hertfordshire when young, eligible Mr. Charles Bingley rents the fine house nearby. He may have sisters, but he also has male friends, and one of these--the haughty, and even wealthier, Mr. Fitzwilliam Darcy--irks the vivacious Elizabeth Bennet, the second of the Bennet girls. She annoys him. Which is how we know they must one day marry. The romantic clash between the opinionated Elizabeth and Darcy is a splendid rendition of civilized sparring. As the characters dance a delicate quadrille of flirtation and intrigue, Jane Austen's radiantly caustic wit and keen observation sparkle.","[{""type"": ""ISBN_13"", ""identifier"": ""9798724043434""}]",0,0,"""none""",319,1
335,"The Woman in White","Oxford University Press, USA","Walter Hartright's mysterious midnight encounter with a woman dressed in white draws him into a vortex of crime that will ultimately endanger his dearest love. This critical edition uses the original manuscript of Wilkie Collins's celebrated Victorian novel of suspense and intrigue.","[{""type"": ""OTHER"", ""identifier"": ""STANFORD:36105018381561""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=iCoeAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=iCoeAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",750,1
336,Valis,HarperCollins,"VALIS is the first novel in a mesmerizing, science-fiction philosophical trilogy by Philip K. Dick, the Hugo Award–winning author of The Man in the High Castle and Do Androids Dream of Electric Sheep?—the basis for the film Blade Runner. “Dick is one of the ten best American writers of the twentieth century, which is saying a lot. Dick was a kind of Kafka steeped in LSD and rage.”* What is VALIS? When a beam of pink light begins giving a schizophrenic man named Horselover Fat (who just might also be known as Philip K. Dick) visions of an alternate Earth where the Roman Empire still reigns, he must decide whether he is crazy, or whether a godlike entity is showing him the true nature of the world. “More disturbing than any novel by [Carson] McCullers,” (*Roberto Bolaño), by the end, like Dick himself, you will be left wondering what is real, what is fiction, and just what the price is for divine inspiration. Also in the VALIS Trilogy: The Divine Invasion The Transmigration of Timothy Archer","[{""type"": ""ISBN_13"", ""identifier"": ""9780547601342""}, {""type"": ""ISBN_10"", ""identifier"": ""0547601344""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=nzsWTPTh1iIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=nzsWTPTh1iIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",307,23
337,"Hearts In Atlantis","Simon and Schuster","The classic collection of five deeply resonant and disturbing interconnected stories from #1 New York Times bestselling author Stephen King. Innocence, experience, truth, deceit, loss, and recovery are at the core of these five interconnected, sequential tales—each deeply rooted in the 1960s, and each scarred by the Vietnam War, which continues to cast its shadow over American lives, politics and culture. In Part One, “Low Men in Yellow Coats,” eleven-year-old Bobby Garfield discovers a world of predatory malice in his own neighborhood. He also discovers that adults are sometimes not rescuers but at the heart of the terror. In the title story, a bunch of college kids get hooked on a card game, discover the possibility of protest, and confront their own collective heart of darkness, where laughter may be no more than the thinly disguised cry of the beast. In “Blind Willie” and “Why We’re in Vietnam,” two men who grew up with Bobby in suburban Connecticut try to fill the emptiness of the post-Vietnam era in an America which sometimes seems as hollow—and as haunted—as their own lives. And in “Heavenly Shades of Night Are Falling,” this remarkable book’s denouement, Bobby returns to his hometown where one final secret, the hope of redemption, and his heart’s desire may await him. Full of danger and suspense, full of heart, this spellbinding fiction will take some readers to a place they have never been...and others to a place they have never been able to completely forget. Nearly twenty years after its first publication, Hearts in Atlantis is powerful and astonishingly current. “You will see Stephen King in a new light. Read this moving, heartfelt tragedy and weep—weep for our lost conscience.” —BookPage","[{""type"": ""ISBN_13"", ""identifier"": ""9780684844909""}, {""type"": ""ISBN_10"", ""identifier"": ""0684844907""}]",4,1,"{""smallThumbnail"": ""http://books.google.com/books/content?id=_1BZHGOA72EC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=_1BZHGOA72EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",688,1
338,Macbeth,"Diamond Pocket Books Pvt Ltd","Macbeth by William Shakespeare is a timeless tragedy that explores the devastating effects of ambition, power, and guilt. The plot of ""Macbeth"" is full of intrigue, betrayal, and supernatural elements, making it captivating for audiences. Set in Scotland, the play follows the rise and fall of Macbeth, a valiant soldier whose encounter with three witches ignites a fierce desire for power. At the beginning of the play, Macbeth is a loyal thane to King Duncan. However, his ambition is sparked when the witches prophesize that he will become the King of Scotland. Encouraged and manipulated by his wife, Lady Macbeth, he is driven to murder King Duncan in order to seize the throne. This act of regicide marks the beginning of Macbeths descent into tyranny and madness. Once crowned king, Macbeth's paranoia and guilt spiral out of control. He becomes obsessed with securing his power, leading him to commit further atrocities, including the murder of his friend Banquo, whom he perceives as a threat due to the witches prophecy that Banquo's descendants will inherit the throne. Macbeths ruthless actions isolate him from those around him, and he becomes a tyrannical ruler, feared and despised by his subjects. Lady Macbeth, initially the more ambitious and ruthless of the two, is eventually consumed by guilt and descends into madness. Her famous sleepwalking scene reveals the deep psychological torment she suffers as a result of her role in Duncans murder. Her decline mirrors Macbeths own unraveling, highlighting the corrupting power of unchecked ambition and guilt. The play reaches its climax as Macbeth faces a rebellion led by Macduff and Malcolm, Duncans son. The witches' prophecies, which seemed to guarantee Macbeth's invincibility, ultimately lead to his downfall as they are revealed to be equivocal. In a final confrontation, Macduff kills Macbeth, and Malcolm is restored to the throne, bringing a sense of moral resolution to the chaos that has ensued. Macbeth is a profound examination of the corrupting influence of ambition, the moral consequences of betrayal and murder, and the psychological effects of guilt and paranoia. Shakespeares masterful use of language, complex characters, and exploration of dark themes makes Macbeth a powerful and enduring tragedy that continues to captivate and provoke audience centuries after it was written.","[{""type"": ""ISBN_13"", ""identifier"": ""9789362974631""}, {""type"": ""ISBN_10"", ""identifier"": ""9362974630""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=_tMNEQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=_tMNEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",156,24
339,"The Exegesis of Philip K. Dick","Houghton Mifflin Harcourt","A glimpse into the mind of the bestselling science fiction author through a collection of his personal, metaphysical, religious, visionary writings. Based on thousands of pages of typed and handwritten notes, journal entries, letters, and story sketches, The Exegesis of Philip K. Dick is the magnificent and imaginative final work of an author who dedicated his life to questioning the nature of reality and perception, the malleability of space and time, and the relationship between the human and the divine. Edited and introduced by Pamela Jackson and Jonathan Lethem, this will be the definitive presentation of Dick’s brilliant, and epic, final work. In The Exegesis, Dick documents his eight-year attempt to fathom what he called “2-3-74,” a postmodern visionary experience of the entire universe “transformed into information.” In entries that sometimes ran to hundreds of pages, Dick tried to write his way into the heart of a cosmic mystery that tested his powers of imagination and invention to the limit, adding to, revising, and discarding theory after theory, mixing in dreams and visionary experiences as they occurred, and pulling it all together in three late novels known as the VALIS trilogy. In this abridgment, Jackson and Lethem serve as guides, taking the reader through the Exegesis and establishing connections with moments in Dick’s life and work. The e-book includes a sample chapter from A Scanner Darkly by Philip K. Dick. “A dyspeptic dystopian’s mad secret notebooks, imposing order—at least of a kind—on a chaotic world…Fascinating and unsettling.”—Kirkus Reviews","[{""type"": ""ISBN_13"", ""identifier"": ""9780547549279""}, {""type"": ""ISBN_10"", ""identifier"": ""054754927X""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=dLDqDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=dLDqDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",935,23
340,"Shakespeare's Comedy of as You Like It","Palala Press","This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.","[{""type"": ""ISBN_10"", ""identifier"": ""1355673941""}, {""type"": ""ISBN_13"", ""identifier"": ""9781355673941""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=IS4fDQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=IS4fDQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",230,24
341,"The Complete Stories",Schocken,"The complete stories of one of the greatest writers of the twentieth century, the author of The Metamorphosis and The Trial. “An important book, valuable in itself and absolutely fascinating. The stories are dreamlike, allegorical, symbolic, parabolic, grotesque, ritualistic, nasty, lucent, extremely personal, ghoulishly detached, exquisitely comic, numinous, and prophetic.” —The New York Times The Complete Stories brings together all of Kafka’s stories, from the classic tales such as “The Metamorphosis,” “In the Penal Colony,” and “A Hunger Artist” to shorter pieces and fragments that Max Brod, Kafka’s literary executor, released after Kafka’s death. With the exception of his three novels, the whole of Kafka’s narrative work is included in this volume. “[Kafka] spoke for millions in their new unease; a century after his birth, he seems the last holy writer, and the supreme fabulist of modern man’s cosmic predicament.” —from the Foreword by John Updike","[{""type"": ""ISBN_13"", ""identifier"": ""9780307829450""}, {""type"": ""ISBN_10"", ""identifier"": ""0307829456""}]",5,1,"{""smallThumbnail"": ""http://books.google.com/books/content?id=ko6qK38hRDYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=ko6qK38hRDYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",612,1
342,"Sense and Sensibility","Createspace Independent Publishing Platform","Sense and Sensibility By Jane Austen","[{""type"": ""ISBN_10"", ""identifier"": ""197439400X""}, {""type"": ""ISBN_13"", ""identifier"": ""9781974394005""}]",0,0,"{""smallThumbnail"": ""http://books.google.com/books/content?id=TrWjtAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=TrWjtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}",134,1
343,"The Vegetarian",Hogarth,"FROM HAN KANG, WINNER OF THE 2024 NOBEL PRIZE IN LITERATURE “[Han Kang’s] intense poetic prose . . . exposes the fragility of human life.”—The Nobel Committee for Literature, in the citation for the Nobel Prize A NEW YORK TIMES BESTSELLER WINNER OF THE INTERNATIONAL BOOKER PRIZE ONE OF THE NEW YORK TIMES’S 100 BEST BOOKS OF THE 21ST CENTURY “Ferocious.”—The New York Times Book Review (Ten Best Books of the Year) “Both terrifying and terrific.”—Lauren Groff “Provocative [and] shocking.”—The Washington Post Before the nightmares began, Yeong-hye and her husband lived an ordinary, controlled life. But the dreams—invasive images of blood and brutality—torture her, driving Yeong-hye to purge her mind and renounce eating meat altogether. It’s a small act of independence, but it interrupts her marriage and sets into motion an increasingly grotesque chain of events at home. As her husband, her brother-in-law and sister each fight to reassert their control, Yeong-hye obsessively defends the choice that’s become sacred to her. Soon their attempts turn desperate, subjecting first her mind, and then her body, to ever more intrusive and perverse violations, sending Yeong-hye spiraling into a dangerous, bizarre estrangement, not only from those closest to her, but also from herself. Celebrated by critics around the world, The Vegetarian is a darkly allegorical, Kafka-esque tale of power, obsession, and one woman’s struggle to break free from the violence both without and within her. A Best Book of the Year: BuzzFeed, Entertainment Weekly, Wall Street Journal, Time, Elle, The Economist, HuffPost, Slate, Bustle, The St. Louis Dispatch, Electric Literature, Publishers Weekly","[{""type"": ""ISBN_13"", ""identifier"": ""9780553448191""}, {""type"": ""ISBN_10"", ""identifier"": ""0553448196""}]",4,2,"{""smallThumbnail"": ""http://books.google.com/books/content?id=qtDvCAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://books.google.com/books/content?id=qtDvCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}",209,1
